machine_id,shift,machine_age_years,maintenance_overdue_days,load_pct,rpm,temperature_c,vibration_mm_s,pressure_bar,sound_db,humidity_pct,failure_within_7_days
MCH-014,night,0.56,11.9,61.1,1536.0,70.3,1.54,8.94,69.9,66.5,0
MCH-013,day,6.21,0.0,95.2,1711.0,72.5,7.29,5.65,84.2,66.8,0
MCH-002,day,5.83,33.7,53.4,1475.0,89.1,4.86,7.47,75.4,63.0,0
MCH-023,night,8.16,26.1,58.4,1711.0,61.0,2.51,7.69,87.7,65.8,0
MCH-001,day,5.07,13.5,63.8,1684.0,65.8,6.89,6.69,69.3,54.1,0
MCH-022,day,11.08,43.3,66.5,1538.0,70.0,4.43,9.56,82.4,88.8,0
MCH-001,day,6.5,4.5,67.3,1010.0,56.4,6.13,7.36,89.7,44.2,0
MCH-005,day,6.84,26.9,54.0,1918.0,61.8,2.5,8.92,86.1,78.4,0
MCH-017,day,10.78,33.5,65.4,1342.0,61.8,5.32,7.87,88.2,38.1,0
MCH-009,day,11.84,13.3,63.0,1836.0,68.3,3.44,7.39,66.4,95.0,0
MCH-028,day,5.49,12.5,68.9,1568.0,67.1,5.93,5.68,87.2,68.9,0
MCH-017,day,5.52,21.8,79.1,1389.0,62.6,3.82,9.65,74.7,41.3,0
MCH-005,day,1.84,28.9,83.8,1084.0,72.7,3.14,8.99,85.6,58.4,0
MCH-028,day,8.13,7.1,53.3,1472.0,76.6,4.33,6.68,69.0,47.9,0
MCH-007,day,3.19,39.6,73.0,1531.0,70.8,6.2,6.21,83.5,44.7,0
MCH-004,day,10.2,6.0,91.0,1337.0,64.2,3.44,3.12,82.1,56.3,0
MCH-027,day,8.58,21.1,79.2,1148.0,75.1,8.57,8.77,79.3,53.5,0
MCH-029,day,6.15,3.4,84.4,1338.0,61.5,5.24,6.45,70.3,69.1,0
MCH-014,day,8.59,0.0,60.5,1519.0,65.5,3.92,6.58,71.1,50.1,0
MCH-002,night,9.38,18.1,81.5,1860.0,69.9,2.22,7.21,74.4,50.4,0
MCH-021,day,2.95,22.0,63.8,1225.0,73.4,4.06,6.49,91.4,68.7,0
MCH-030,day,2.91,36.3,71.2,1607.0,53.2,8.2,7.98,73.2,40.9,0
MCH-014,day,7.95,4.8,70.0,1674.0,74.4,2.65,7.85,71.3,32.2,0
MCH-008,day,10.44,34.8,68.7,1601.0,66.0,1.46,8.12,63.3,64.4,0
MCH-010,day,4.64,19.3,45.3,1624.0,66.2,3.72,8.24,73.7,62.1,0
MCH-030,day,1.54,66.2,65.2,1409.0,77.1,4.11,7.85,83.5,48.2,0
MCH-016,day,3.46,16.8,74.9,1161.0,62.4,3.09,8.1,70.9,29.9,0
MCH-018,day,1.98,0.0,67.0,1484.0,82.1,4.09,8.22,83.2,46.6,0
MCH-022,day,2.05,2.1,51.2,1589.0,68.3,4.25,8.2,76.4,71.3,0
MCH-029,night,0.66,6.8,53.9,1498.0,58.2,2.22,7.86,72.9,38.8,0
MCH-028,day,7.86,21.1,90.1,1616.0,58.0,3.03,6.41,73.2,82.5,0
MCH-002,day,4.22,27.8,76.9,1659.0,62.3,1.34,6.45,83.6,56.8,0
MCH-001,night,7.93,13.7,74.6,1916.0,89.0,6.14,6.55,78.1,55.1,0
MCH-010,day,11.49,5.7,85.0,1464.0,68.4,3.93,6.18,63.7,62.3,0
MCH-001,night,8.93,15.1,80.2,1368.0,74.7,5.84,8.17,78.9,41.4,0
MCH-017,day,2.95,26.9,77.1,1368.0,78.9,4.76,7.35,86.1,60.6,0
MCH-011,night,4.07,16.4,51.4,1503.0,64.0,2.94,11.62,82.6,53.5,0
MCH-019,day,3.45,13.6,77.7,1263.0,55.7,3.1,6.0,78.1,54.6,0
MCH-005,night,7.11,23.7,68.7,1448.0,67.8,3.27,9.12,80.4,59.5,0
MCH-027,night,1.02,62.7,53.0,1532.0,87.3,5.45,7.57,65.7,75.4,0
MCH-018,night,8.99,1.7,85.2,1371.0,74.1,4.47,6.78,82.3,52.7,0
MCH-006,night,2.71,36.7,62.7,1371.0,69.7,5.14,7.55,73.5,59.6,0
MCH-027,night,10.28,1.3,66.8,1296.0,68.5,6.59,6.81,77.3,86.4,0
MCH-026,night,3.54,26.6,88.4,1332.0,58.4,5.49,7.35,77.0,71.8,0
MCH-022,night,7.49,16.0,49.8,1392.0,70.3,3.06,10.06,92.6,30.0,0
MCH-002,night,5.72,24.9,67.1,1572.0,62.3,5.16,7.56,87.5,87.4,0
MCH-003,night,11.78,12.9,74.7,1831.0,67.6,2.6,4.89,82.1,62.0,0
MCH-023,night,10.99,33.4,72.5,1248.0,72.5,3.11,5.38,86.1,76.7,0
MCH-024,night,8.94,13.4,64.2,1050.0,73.3,1.47,6.98,74.6,61.6,0
MCH-017,day,10.67,38.3,55.7,1623.0,78.5,3.01,7.36,74.5,70.1,0
MCH-011,day,10.16,20.5,78.2,1286.0,56.0,8.57,6.31,83.0,89.0,0
MCH-004,day,3.57,13.5,90.9,1488.0,75.9,1.59,4.61,76.6,37.5,0
MCH-025,night,7.99,24.1,69.1,1203.0,77.9,2.0,6.36,78.1,65.8,0
MCH-013,day,4.7,29.3,75.5,1200.0,60.5,5.44,3.27,70.3,47.2,0
MCH-025,night,1.04,8.2,81.4,1434.0,49.6,6.23,3.41,62.1,66.4,0
MCH-007,night,3.82,8.4,61.8,1654.0,72.0,4.1,6.02,86.7,49.8,0
MCH-016,day,4.31,0.2,82.4,1230.0,52.4,0.98,7.58,70.6,55.8,0
MCH-025,night,2.57,23.6,60.3,1150.0,77.3,4.38,7.05,93.6,89.0,0
MCH-012,day,6.19,11.4,98.8,1454.0,64.9,4.23,7.46,83.3,54.3,0
MCH-001,day,10.51,43.1,85.5,1278.0,70.9,3.46,6.2,59.4,72.8,0
MCH-021,day,7.38,0.0,35.4,1214.0,63.6,2.94,5.52,78.7,51.8,0
MCH-024,day,0.66,20.3,78.2,1591.0,65.1,0.72,6.29,65.6,70.3,0
MCH-022,day,12.0,6.0,96.8,1379.0,43.6,6.38,6.6,63.2,52.9,0
MCH-013,day,3.49,24.1,71.7,1659.0,64.7,3.09,6.7,84.6,36.4,0
MCH-030,day,7.99,23.2,108.5,1461.0,75.9,4.21,7.36,77.4,41.7,0
MCH-005,night,9.97,0.0,89.9,1250.0,72.0,4.42,7.16,77.8,71.5,0
MCH-015,night,7.71,15.0,55.1,1816.0,78.1,3.77,7.36,87.9,71.5,0
MCH-026,day,5.64,21.7,63.7,1258.0,75.5,4.36,5.02,81.5,24.9,0
MCH-017,day,8.91,19.5,74.5,1125.0,66.1,3.88,8.79,79.6,51.9,0
MCH-014,day,11.71,17.0,63.7,1316.0,75.0,3.78,8.07,77.6,39.7,0
MCH-024,night,10.25,7.9,90.0,1474.0,75.4,6.95,8.45,87.0,61.1,0
MCH-006,day,8.41,21.2,55.5,1572.0,69.7,2.0,7.37,78.8,81.6,0
MCH-013,night,5.73,1.4,83.8,1554.0,68.9,3.88,7.3,75.8,52.8,0
MCH-012,day,6.41,0.0,71.2,1918.0,75.0,1.14,6.01,85.3,68.2,0
MCH-012,night,9.03,9.4,91.2,1856.0,66.9,3.39,9.94,83.8,62.1,0
MCH-011,day,0.86,22.5,100.7,1219.0,67.6,6.76,7.73,78.2,73.4,0
MCH-006,night,3.91,18.7,58.1,1850.0,69.4,7.25,8.11,79.5,87.4,0
MCH-016,day,7.12,1.6,77.0,1322.0,62.9,6.33,6.79,95.1,69.8,0
MCH-027,day,11.03,0.0,78.0,1568.0,65.8,7.56,4.97,60.3,46.3,0
MCH-002,night,5.75,2.2,66.0,1510.0,74.4,4.59,7.88,64.3,59.8,0
MCH-029,day,5.27,35.5,69.3,1659.0,64.9,5.18,10.02,68.9,45.6,0
MCH-001,day,5.95,49.6,63.6,1016.0,70.8,4.86,7.44,81.2,63.4,0
MCH-016,day,8.8,14.8,61.4,1460.0,60.7,2.35,7.62,83.0,55.0,0
MCH-002,night,11.02,14.1,55.2,1446.0,71.4,6.47,6.73,90.2,38.7,0
MCH-029,night,6.26,34.8,66.9,1404.0,59.9,1.51,5.39,70.0,47.3,0
MCH-015,day,3.93,1.9,76.8,1358.0,67.4,4.54,7.99,65.4,54.1,0
MCH-024,night,10.97,32.9,36.6,1192.0,58.0,2.19,7.55,75.6,44.1,0
MCH-010,day,2.28,3.6,43.4,1549.0,52.6,4.09,5.2,87.8,24.2,0
MCH-027,night,10.9,19.7,71.0,1094.0,65.5,3.86,6.06,67.1,49.1,0
MCH-012,night,3.84,0.0,64.2,1503.0,52.9,2.86,7.98,98.7,26.4,0
MCH-029,day,5.45,29.9,71.4,1629.0,85.0,2.68,5.7,71.7,24.3,0
MCH-018,day,5.29,31.3,55.3,1313.0,76.3,4.72,7.57,74.4,64.0,0
MCH-030,day,10.97,16.0,99.4,1815.0,83.5,2.39,4.56,71.3,60.6,0
MCH-023,day,9.27,18.4,76.2,1761.0,72.6,7.48,8.41,82.2,41.6,0
MCH-013,night,10.66,4.9,92.8,1268.0,78.3,4.38,4.82,75.2,85.2,0
MCH-021,night,9.98,11.5,82.7,1575.0,59.0,3.73,6.99,87.8,65.7,0
MCH-023,night,2.55,16.8,75.9,1137.0,53.4,4.62,6.01,83.7,48.2,0
MCH-015,day,7.72,0.0,72.6,1153.0,63.1,7.23,5.52,82.7,64.3,0
MCH-012,night,7.8,38.8,61.5,1225.0,49.9,4.21,8.15,72.3,34.3,0
MCH-024,night,4.83,7.4,59.0,811.0,55.5,5.67,4.77,74.2,51.9,0
MCH-013,day,10.95,29.4,50.2,1400.0,61.6,8.16,5.59,57.3,85.1,0
MCH-024,night,1.58,6.2,73.7,1732.0,79.0,4.14,7.38,80.6,21.6,0
MCH-025,night,10.03,14.9,83.5,1574.0,55.4,3.13,7.5,73.2,67.8,0
MCH-003,day,10.74,17.6,56.5,1554.0,68.5,3.1,6.0,69.8,69.8,0
MCH-021,night,11.62,32.0,72.2,1033.0,89.2,5.95,7.63,73.4,52.9,0
MCH-028,night,1.55,13.0,95.2,1866.0,48.5,4.19,8.93,101.1,69.3,0
MCH-010,night,7.56,33.0,62.5,1497.0,58.5,5.55,5.1,83.5,46.6,0
MCH-022,night,9.37,14.2,48.2,1625.0,69.8,5.13,7.09,81.4,65.4,0
MCH-028,day,2.57,21.1,80.1,1396.0,67.2,1.66,7.57,78.5,60.4,0
MCH-003,night,2.65,14.9,57.8,1901.0,79.9,6.6,7.16,80.1,38.9,0
MCH-014,day,8.53,13.8,78.0,1225.0,83.6,4.76,6.41,73.9,46.9,0
MCH-005,night,8.16,30.4,62.9,1601.0,63.1,0.89,6.9,88.1,52.6,0
MCH-024,day,7.25,27.3,58.7,1791.0,73.1,3.54,6.47,79.2,43.2,0
MCH-030,day,11.9,22.6,109.2,1751.0,86.9,2.29,9.34,76.7,55.3,0
MCH-013,night,11.31,47.9,61.9,1000.0,56.2,7.06,6.42,88.9,58.1,0
MCH-006,day,11.39,48.0,71.3,1786.0,53.1,5.7,7.6,88.4,42.8,0
MCH-005,day,4.2,36.8,56.4,1969.0,40.4,6.76,7.63,78.9,55.2,0
MCH-010,night,1.77,28.6,76.7,1261.0,70.7,6.86,6.64,67.8,70.6,0
MCH-024,night,8.85,38.1,99.7,1565.0,82.1,4.23,5.11,85.7,69.8,0
MCH-003,night,5.79,17.1,86.0,1045.0,59.5,7.11,5.39,80.9,45.9,0
MCH-024,night,9.89,0.4,46.9,1285.0,72.0,2.89,6.54,95.0,28.5,0
MCH-030,night,10.64,46.4,60.3,1094.0,64.1,2.37,6.21,72.7,69.5,0
MCH-003,night,10.27,28.4,60.3,1506.0,67.3,2.91,8.2,61.9,79.6,0
MCH-005,night,4.57,15.7,43.3,1793.0,76.0,3.41,6.02,87.9,86.8,0
MCH-029,day,5.94,23.5,76.2,1575.0,70.8,5.51,6.77,79.6,51.6,0
MCH-030,day,1.85,38.1,81.7,1281.0,86.8,4.24,6.32,78.6,46.2,0
MCH-029,day,6.75,37.0,57.2,1314.0,78.3,3.75,6.34,77.2,40.1,0
MCH-023,day,7.15,0.0,75.6,2059.0,73.1,3.21,6.46,89.3,49.5,0
MCH-005,day,3.42,51.4,73.8,1625.0,67.5,4.81,4.33,91.4,46.5,0
MCH-022,day,6.76,35.8,47.7,847.0,75.6,3.87,8.25,75.0,58.0,0
MCH-004,night,5.78,21.7,69.8,762.0,60.6,2.44,4.58,72.3,87.7,0
MCH-030,night,8.87,5.5,45.9,1211.0,65.7,4.16,6.13,85.3,89.7,0
MCH-019,night,11.24,20.4,53.4,1403.0,62.8,3.61,6.52,79.3,68.2,0
MCH-029,day,6.34,32.3,84.3,1915.0,61.6,5.02,7.2,82.6,50.7,0
MCH-027,day,7.79,9.4,67.4,1571.0,63.7,4.06,5.76,74.3,51.4,0
MCH-017,night,9.92,0.0,67.2,1594.0,64.4,4.94,8.82,61.4,70.8,0
MCH-005,day,1.76,60.0,83.4,1378.0,63.1,2.79,6.23,77.1,57.3,0
MCH-003,day,5.51,38.3,95.9,1727.0,78.8,5.87,6.08,80.1,75.4,0
MCH-014,day,11.25,9.0,65.3,1164.0,67.7,2.41,6.95,80.8,68.4,0
MCH-013,night,3.26,13.5,54.8,1739.0,71.2,2.79,7.9,73.3,70.0,0
MCH-013,night,10.37,2.9,61.3,1621.0,70.5,1.87,5.88,72.1,44.8,0
MCH-013,night,1.28,2.6,56.0,1122.0,55.7,3.76,9.75,77.6,91.6,0
MCH-022,night,5.31,39.6,44.5,1773.0,57.9,5.47,6.29,84.0,52.2,0
MCH-008,night,2.98,9.3,85.9,1327.0,75.2,0.2,5.28,88.3,54.4,0
MCH-010,night,3.37,6.8,86.8,1662.0,62.3,5.5,5.58,79.3,45.4,0
MCH-021,night,9.78,15.5,86.3,1164.0,75.9,5.82,6.15,84.2,55.8,0
MCH-013,day,11.32,10.6,83.3,1331.0,70.9,5.16,5.36,79.1,15.0,0
MCH-028,day,11.16,26.7,82.2,1419.0,68.1,4.65,8.21,72.6,50.2,0
MCH-019,day,9.4,24.3,52.6,1306.0,56.4,2.84,5.45,83.6,86.6,0
MCH-003,day,1.36,29.2,83.8,1641.0,59.6,4.47,7.84,70.5,60.3,0
MCH-006,night,5.71,22.0,76.4,1286.0,59.0,4.12,5.54,77.1,73.7,0
MCH-009,day,7.75,27.6,61.4,1471.0,58.0,7.08,8.83,73.7,86.5,0
MCH-021,night,10.19,11.5,44.1,1374.0,63.0,1.96,7.76,83.0,61.5,0
MCH-025,night,3.08,20.0,71.0,1320.0,63.9,7.48,9.6,74.2,71.6,0
MCH-023,day,1.61,17.7,67.3,1362.0,85.1,4.43,6.61,89.1,75.4,0
MCH-004,night,7.9,8.9,62.2,1800.0,63.0,3.22,6.65,73.0,71.2,0
MCH-012,day,8.01,23.9,74.9,1110.0,59.8,5.9,8.34,75.0,60.8,0
MCH-002,day,3.05,17.2,77.1,1431.0,81.3,5.12,9.04,58.3,85.7,0
MCH-029,night,0.98,16.5,95.7,1411.0,73.8,3.51,7.24,76.3,67.1,0
MCH-003,day,7.71,19.1,60.7,1701.0,76.4,5.5,6.33,85.3,39.4,0
MCH-018,day,7.37,0.5,67.6,1744.0,71.6,7.22,6.61,74.1,46.2,0
MCH-010,day,8.88,0.0,61.0,1504.0,64.3,8.21,6.79,80.7,73.1,0
MCH-018,day,9.92,8.7,77.9,1331.0,65.0,5.56,6.17,82.5,54.3,0
MCH-016,night,5.47,10.4,74.4,1238.0,67.9,1.74,8.54,74.0,50.8,0
MCH-003,day,5.33,30.8,67.2,1584.0,54.9,0.77,7.02,71.6,50.3,0
MCH-010,day,2.58,0.2,64.1,1544.0,60.8,3.09,8.37,79.2,46.8,0
MCH-016,day,6.95,21.9,72.3,1333.0,64.6,1.8,7.7,79.9,59.1,0
MCH-030,day,11.41,0.0,87.9,1384.0,72.6,1.35,9.92,76.2,50.2,0
MCH-011,day,8.41,14.7,93.3,1547.0,76.2,3.87,4.5,70.5,68.9,0
MCH-006,night,8.04,42.9,45.3,1583.0,54.9,7.36,7.57,71.4,54.1,0
MCH-003,night,10.34,20.1,57.8,1371.0,70.4,3.76,8.82,78.3,42.1,0
MCH-029,day,10.86,0.0,82.1,1634.0,63.8,2.36,6.03,69.3,28.3,0
MCH-027,day,3.59,0.0,69.5,1328.0,64.3,5.52,9.55,75.1,64.2,0
MCH-025,day,0.67,35.0,72.9,1381.0,73.8,2.63,7.18,68.4,59.3,0
MCH-026,day,9.9,35.3,51.9,1618.0,66.9,6.64,6.46,69.6,66.1,0
MCH-026,day,5.7,21.5,110.0,1746.0,68.7,6.6,7.92,68.7,48.0,0
MCH-027,night,11.69,15.9,73.2,1559.0,64.0,6.44,5.7,91.6,54.6,0
MCH-010,night,10.76,8.6,72.6,1267.0,66.6,3.88,6.99,85.5,86.2,0
MCH-013,night,5.97,0.0,50.2,1625.0,80.9,3.7,6.39,64.4,53.2,0
MCH-009,day,8.52,12.7,63.5,1648.0,74.8,5.28,6.23,73.3,60.1,0
MCH-017,day,1.31,16.1,88.2,1638.0,67.4,5.42,6.6,101.9,77.5,0
MCH-030,day,11.18,29.4,56.9,1179.0,48.0,2.7,8.03,88.6,69.0,0
MCH-017,day,11.82,28.5,58.0,1824.0,69.4,6.89,6.84,79.1,62.2,0
MCH-029,day,10.74,45.2,67.1,1650.0,69.7,4.68,4.83,70.1,82.2,0
MCH-019,night,1.56,17.2,58.2,1013.0,86.5,6.24,5.19,79.2,56.4,0
MCH-023,day,6.74,11.9,63.3,1607.0,67.6,4.8,6.82,82.2,40.9,0
MCH-028,night,11.8,35.7,69.4,1186.0,53.4,3.38,6.32,79.2,92.3,0
MCH-023,day,4.76,0.0,89.5,1310.0,73.8,5.25,4.59,83.7,30.7,0
MCH-005,day,7.1,17.4,77.8,1285.0,53.2,4.7,9.87,74.9,83.1,0
MCH-015,night,12.0,21.2,110.0,1652.0,57.0,3.72,5.63,71.5,61.4,0
MCH-017,day,2.88,26.4,40.9,1160.0,58.5,5.33,6.99,89.5,71.3,0
MCH-019,day,4.2,17.3,97.8,1398.0,57.7,3.14,7.49,75.9,63.0,0
MCH-022,day,1.33,38.0,55.2,2046.0,60.6,2.08,7.17,95.7,27.4,0
MCH-019,night,10.04,25.1,73.4,1629.0,70.1,4.62,8.79,81.5,63.3,0
MCH-025,day,5.94,26.7,67.3,1402.0,54.8,4.94,10.37,73.9,68.0,0
MCH-001,day,10.75,10.2,84.0,1416.0,61.3,4.86,8.08,79.3,52.2,0
MCH-015,day,9.49,0.0,77.8,1394.0,49.7,1.18,8.27,72.1,43.5,0
MCH-013,day,8.94,8.3,40.1,1442.0,78.8,4.92,7.04,70.6,40.4,0
MCH-026,day,11.32,23.4,69.2,1369.0,53.4,4.19,7.29,92.8,65.7,0
MCH-005,day,1.91,2.8,55.9,1140.0,66.2,2.44,7.66,74.2,38.9,0
MCH-009,night,9.68,36.3,66.7,946.0,68.7,2.38,6.06,75.6,52.6,0
MCH-004,night,4.23,28.5,72.5,1973.0,58.3,8.79,10.5,72.8,50.7,0
MCH-006,night,10.38,32.2,67.7,1145.0,62.3,6.05,4.92,89.6,40.2,0
MCH-026,night,1.69,2.7,91.2,1509.0,80.8,3.0,7.43,80.8,79.0,0
MCH-013,night,5.69,10.7,59.0,1292.0,56.1,5.25,6.98,87.0,18.9,0
MCH-021,day,4.07,14.1,64.1,1077.0,82.3,10.28,6.06,82.7,55.5,0
MCH-013,day,0.93,9.3,92.3,1383.0,65.2,5.14,8.83,96.9,58.4,0
MCH-015,day,1.27,5.7,62.8,1435.0,75.0,1.22,8.44,68.9,53.1,0
MCH-027,night,11.68,27.4,59.9,1551.0,55.0,1.25,7.94,76.7,47.1,0
MCH-018,night,9.98,10.8,84.8,1823.0,73.0,3.2,6.03,74.7,44.5,0
MCH-011,day,8.54,15.4,62.3,1329.0,55.4,4.97,5.35,73.6,57.0,0
MCH-005,day,1.94,6.4,47.0,1826.0,65.2,6.52,5.4,86.7,50.1,0
MCH-004,night,9.17,21.0,78.7,1052.0,66.8,4.62,6.43,68.0,58.1,1
MCH-006,day,5.05,5.7,72.8,1728.0,55.4,2.8,6.51,76.1,57.1,0
MCH-007,day,7.12,15.4,100.4,1219.0,56.3,3.85,6.48,80.1,70.7,0
MCH-023,night,10.94,49.6,75.5,1537.0,48.7,3.75,8.51,109.5,38.7,0
MCH-022,night,7.97,27.2,70.7,1285.0,85.0,6.55,6.71,84.1,15.0,0
MCH-026,day,3.82,10.5,53.0,1699.0,62.4,5.87,7.02,78.5,78.4,0
MCH-014,day,5.54,19.6,65.1,1686.0,70.3,3.33,5.48,77.3,76.3,0
MCH-026,day,7.81,29.4,66.9,1995.0,67.5,4.82,5.77,95.3,49.3,0
MCH-011,day,9.53,1.8,61.4,1257.0,61.7,1.02,5.96,85.7,75.1,0
MCH-028,day,2.89,0.0,67.5,1373.0,62.1,4.01,6.21,79.8,57.6,0
MCH-009,day,10.37,11.3,68.5,1703.0,83.7,7.48,6.05,78.5,79.5,0
MCH-017,day,1.23,7.8,66.3,1497.0,76.8,5.71,8.67,84.7,61.8,0
MCH-010,night,6.44,7.5,95.2,1623.0,79.8,5.78,7.23,73.1,60.8,0
MCH-001,day,1.67,32.6,59.7,1756.0,59.1,5.36,4.79,75.7,82.5,0
MCH-001,night,7.59,29.7,74.9,2030.0,80.7,2.0,5.09,69.0,76.7,0
MCH-012,day,7.82,24.9,59.5,1682.0,73.2,4.13,5.71,72.2,62.6,0
MCH-019,night,2.77,22.2,110.0,1362.0,66.3,6.19,6.93,80.0,29.9,0
MCH-023,day,7.06,7.4,93.0,1582.0,81.9,7.28,6.87,84.9,48.8,0
MCH-021,night,0.99,0.0,79.4,1541.0,56.3,2.86,8.51,71.0,60.7,0
MCH-025,night,3.25,25.6,73.9,1399.0,74.0,2.7,8.58,76.3,44.9,0
MCH-027,night,10.42,0.0,76.0,1228.0,88.5,3.83,6.08,84.8,65.8,0
MCH-009,day,8.94,46.7,64.0,1763.0,72.4,2.4,7.04,93.2,60.3,0
MCH-011,night,8.97,53.3,63.2,1491.0,58.6,4.35,5.99,86.4,60.4,0
MCH-025,day,1.29,30.6,70.6,1678.0,71.5,1.9,7.72,73.6,40.6,0
MCH-020,day,8.19,0.8,86.9,1126.0,64.5,3.41,5.39,80.5,56.0,0
MCH-029,night,3.51,49.3,69.9,1639.0,58.5,1.95,5.54,73.5,54.2,0
MCH-002,night,7.83,8.2,75.6,921.0,75.0,7.72,5.38,77.3,72.1,0
MCH-007,day,10.29,20.5,68.0,1074.0,69.2,5.38,6.92,89.2,60.3,0
MCH-028,night,1.21,0.0,45.9,1638.0,48.7,2.44,4.66,74.1,64.8,0
MCH-024,day,7.81,53.9,83.9,963.0,47.2,3.84,7.17,70.9,32.5,0
MCH-006,day,8.21,0.0,65.1,1216.0,53.1,6.54,5.26,82.7,90.2,0
MCH-010,day,0.53,14.5,83.8,976.0,69.1,4.64,7.28,77.1,68.3,0
MCH-016,night,7.13,11.0,78.1,1179.0,76.4,5.82,10.12,81.9,69.6,0
MCH-012,day,7.28,26.1,55.4,1294.0,57.1,5.84,6.67,82.2,78.2,0
MCH-021,night,7.15,2.5,83.3,1420.0,79.4,7.13,7.25,83.0,77.5,0
MCH-006,day,3.0,36.9,102.5,1050.0,76.6,4.19,6.52,70.5,86.5,0
MCH-007,night,11.73,0.0,63.9,1226.0,78.3,4.48,8.8,72.7,72.0,1
MCH-019,day,1.1,23.3,90.4,1250.0,66.7,2.24,6.35,73.9,55.6,0
MCH-012,day,2.32,0.0,75.9,1429.0,58.9,3.21,7.14,66.1,48.3,0
MCH-021,day,9.62,13.5,90.9,1396.0,62.3,6.98,7.47,91.4,60.7,0
MCH-028,day,8.25,31.0,93.5,1560.0,47.1,6.96,5.88,71.7,60.5,0
MCH-005,day,8.95,33.8,86.9,1356.0,62.7,4.06,9.76,94.1,49.4,0
MCH-017,day,10.38,11.9,81.2,1473.0,71.9,3.62,6.52,72.1,69.3,0
MCH-012,night,4.4,22.4,84.3,1145.0,93.2,3.81,7.38,75.3,64.7,0
MCH-022,day,3.24,0.0,71.1,1618.0,67.8,3.24,8.46,79.1,63.5,0
MCH-014,night,8.26,16.2,76.7,1399.0,48.3,5.75,6.87,68.0,70.2,0
MCH-029,night,3.87,11.5,91.6,1592.0,69.9,5.4,8.59,77.6,28.0,0
MCH-020,day,2.13,13.9,76.5,1579.0,77.0,3.83,7.07,72.1,64.2,0
MCH-022,night,10.84,31.5,65.4,1250.0,68.1,5.74,6.7,84.4,41.9,0
MCH-020,day,8.7,16.9,45.5,1248.0,72.6,5.21,5.67,78.8,49.3,0
MCH-025,day,6.46,0.0,40.9,2217.0,89.2,4.46,7.56,80.0,29.7,0
MCH-027,day,10.35,37.9,85.4,1459.0,74.7,1.66,8.1,78.1,75.6,0
MCH-003,day,2.67,28.9,69.8,1230.0,65.8,4.16,4.49,76.9,36.5,0
MCH-014,day,9.03,0.0,70.0,1495.0,63.8,2.77,8.14,80.3,68.0,0
MCH-008,day,1.62,21.3,57.3,1465.0,71.5,4.06,7.82,78.0,15.0,0
MCH-014,day,11.27,39.5,75.8,1521.0,73.4,4.14,5.15,79.2,63.8,0
MCH-015,day,4.11,35.5,69.6,1595.0,72.1,5.35,4.98,73.3,52.8,0
MCH-008,day,10.04,24.4,76.3,1420.0,73.9,4.12,7.4,81.5,95.0,0
MCH-024,night,7.76,14.4,93.1,1494.0,57.8,2.92,5.12,77.7,55.4,0
MCH-024,day,1.28,38.4,49.3,1885.0,84.0,4.33,6.6,66.2,47.5,0
MCH-012,day,1.94,62.0,99.7,1465.0,69.6,2.44,5.96,80.9,49.6,0
MCH-017,day,3.95,41.5,73.7,1431.0,60.0,6.34,6.79,75.7,63.5,0
MCH-023,night,3.18,0.0,58.3,1907.0,61.4,3.83,7.31,69.4,79.6,0
MCH-002,night,10.58,14.5,65.9,1583.0,64.2,4.9,7.49,82.0,88.8,0
MCH-009,day,5.56,40.4,67.6,1155.0,63.9,2.77,6.1,76.2,85.7,0
MCH-019,day,2.16,42.9,87.0,1558.0,70.6,3.39,7.68,90.4,25.7,0
MCH-014,day,4.58,0.0,90.8,1702.0,65.3,4.74,8.39,76.5,29.8,0
MCH-025,night,11.08,1.6,71.1,1307.0,86.8,3.54,8.39,74.1,37.6,0
MCH-020,night,2.1,35.9,82.6,1711.0,69.7,2.51,5.95,80.6,73.1,1
MCH-026,night,0.59,32.7,75.9,1278.0,79.9,3.47,6.46,72.2,47.4,0
MCH-013,night,8.71,13.3,69.9,1483.0,67.7,4.47,5.78,75.4,53.7,0
MCH-028,day,9.95,7.5,102.2,1188.0,69.5,2.85,6.3,75.8,61.3,0
MCH-027,day,6.93,27.8,84.9,1520.0,71.7,1.32,6.9,71.0,62.5,0
MCH-026,day,8.56,47.2,55.6,1177.0,64.2,4.25,7.83,68.0,62.9,0
MCH-021,night,10.21,37.2,70.2,1638.0,79.0,1.16,6.47,81.0,72.7,0
MCH-012,night,2.6,38.9,57.5,879.0,63.7,6.24,8.92,73.9,53.4,0
MCH-025,night,5.72,14.1,85.5,1144.0,75.2,2.91,5.19,69.5,44.4,0
MCH-024,night,6.98,61.1,46.5,1412.0,92.2,2.92,5.94,82.2,49.5,0
MCH-026,day,2.97,16.0,66.9,1549.0,69.9,5.02,7.18,81.3,59.5,0
MCH-005,day,8.89,18.1,67.4,1401.0,55.0,2.39,7.73,93.4,41.4,0
MCH-010,night,1.37,26.8,55.4,956.0,63.2,1.63,4.25,80.4,29.7,0
MCH-028,night,3.56,39.6,71.0,1621.0,69.5,1.17,5.51,87.3,43.0,0
MCH-004,day,5.11,35.8,50.8,2111.0,76.8,1.0,6.71,76.7,64.3,0
MCH-013,night,2.8,18.5,65.7,1932.0,66.2,2.57,6.79,75.4,72.9,0
